Date,Open,High,Low,Close,Volume
2020-04-26,1456.78,1468.21,1454.47,1455.02,5246
2020-04-27,1420.14,1422.48,1420.11,1421.16,5911
2020-04-28,1461.66,1479.84,1450.72,1453.78,4547
2020-04-29,1477.62,1481.69,1474.07,1475.79,6480
2020-04-30,1501.7,1512.17,1498.76,1499.28,4706
2020-05-01,1474.78,1499.5,1455.86,1472.17,4652
2020-05-02,1513.59,1513.65,1513.4,1513.62,4872
2020-05-03,1470.28,1481.25,1460.99,1471.33,4884
2020-05-04,1489.32,1490.73,1482.56,1488.75,5350
2020-05-05,1554.07,1558.35,1550.72,1554.12,7781
2020-05-06,1529.34,1554.45,1521.69,1523.48,4916
2020-05-07,1506.56,1507.41,1505.08,1506.38,5206
2020-05-08,1509.53,1510.8,1506.49,1509.53,4066
2020-05-09,1480.02,1543.09,1438.05,1494.48,9744
2020-05-10,1449.15,1454.43,1443.47,1448.28,4142
2020-05-11,1450.74,1452.5,1449.6,1450.42,7403
2020-05-12,1418.2,1426.42,1411.15,1419.74,7934
2020-05-13,1434.69,1438.19,1412.65,1433.33,2963
2020-05-14,1407.36,1427.29,1392.4,1407.12,2614
2020-05-15,1447.47,1459.32,1445.85,1450.88,5662
2020-05-16,1455.58,1485.71,1427.57,1428.3,11549
2020-05-17,1421.5,1422.31,1415.31,1419.24,8428
2020-05-18,1443.85,1444.05,1435.45,1442.47,3433
2020-05-19,1409.56,1415.75,1389.11,1407.11,5379
2020-05-20,1413.83,1414.01,1413.02,1413.65,8363
2020-05-21,1448.33,1454.06,1446.94,1450.75,4281
2020-05-22,1404.17,1408.4,1403.73,1404.25,2935
2020-05-23,1413.35,1414.56,1404.76,1409.58,4302
2020-05-24,1416.01,1419.97,1404.21,1417.05,6887
2020-05-25,1440.13,1443.1,1428.92,1439.34,7597
2020-05-26,1398.49,1431.74,1393.33,1403.88,6257
2020-05-27,1367.58,1371.53,1360.0,1366.95,9729
2020-05-28,1380.31,1381.75,1375.96,1381.35,3094
2020-05-29,1389.72,1389.78,1389.49,1389.69,5747
2020-05-30,1385.49,1403.85,1374.22,1396.8,10496
2020-05-31,1406.73,1409.48,1403.11,1406.61,6957
2020-06-01,1388.9,1403.77,1378.07,1387.62,8255
2020-06-02,1394.2,1394.54,1393.94,1394.21,7304
2020-06-03,1399.18,1408.02,1381.92,1402.52,6390
2020-06-04,1383.53,1384.56,1379.53,1382.62,4193
2020-06-05,1439.17,1447.43,1425.8,1434.35,5906
2020-06-06,1448.07,1449.96,1445.0,1448.09,4667
2020-06-07,1414.8,1415.67,1410.62,1413.73,5484
2020-06-08,1433.84,1436.69,1430.54,1432.44,5229
2020-06-09,1402.96,1411.18,1386.72,1404.66,7514
2020-06-10,1424.2,1434.52,1404.79,1426.91,2845
2020-06-11,1460.06,1460.44,1460.01,1460.12,5776
2020-06-12,1437.68,1459.81,1429.54,1436.3,5197
2020-06-13,1463.32,1477.04,1461.53,1464.11,6265
2020-06-14,1479.09,1508.71,1464.06,1476.35,9077
2020-06-15,1488.74,1503.83,1482.06,1500.77,5394
2020-06-16,1559.81,1564.48,1551.85,1557.85,9183
2020-06-17,1546.87,1552.46,1543.57,1550.36,3537
2020-06-18,1527.4,1530.59,1526.23,1527.15,4787
2020-06-19,1503.26,1520.93,1489.9,1500.13,5787
2020-06-20,1473.63,1483.98,1467.74,1475.8,3919
2020-06-21,1475.68,1477.83,1468.57,1473.68,7024
2020-06-22,1480.09,1488.7,1442.15,1483.88,3851
2020-06-23,1492.95,1500.97,1488.52,1492.24,4746
2020-06-24,1523.71,1542.11,1516.31,1517.07,6591
2020-06-25,1520.26,1522.92,1509.86,1517.62,7993
2020-06-26,1565.28,1566.32,1546.81,1561.89,9157
2020-06-27,1557.39,1566.28,1545.76,1553.78,5133
2020-06-28,1644.19,1661.15,1627.04,1638.47,6438
2020-06-29,1658.65,1659.7,1657.64,1659.13,5398
2020-06-30,1630.6,1637.15,1619.89,1630.85,8641
2020-07-01,1598.49,1599.29,1595.98,1596.09,8006
2020-07-02,1610.89,1614.51,1608.3,1611.65,5499
2020-07-03,1601.41,1623.81,1586.01,1604.61,7695
2020-07-04,1626.44,1632.61,1619.35,1627.68,8813
2020-07-05,1639.73,1647.81,1583.38,1643.25,4903
2020-07-06,1643.54,1653.71,1632.85,1641.02,5618
2020-07-07,1611.14,1637.32,1595.52,1613.39,2965
2020-07-08,1567.81,1570.79,1537.85,1564.67,7387
2020-07-09,1548.94,1574.44,1541.59,1550.86,4640
2020-07-10,1576.95,1584.43,1571.5,1577.58,9818
2020-07-11,1584.4,1585.62,1583.31,1584.49,5673
2020-07-12,1539.85,1571.74,1526.64,1545.17,6334
2020-07-13,1547.83,1560.99,1545.71,1550.68,7156
2020-07-14,1562.75,1562.98,1562.54,1562.78,7178
2020-07-15,1530.45,1545.66,1520.35,1535.31,8047
2020-07-16,1531.83,1556.56,1520.3,1540.19,9486
2020-07-17,1546.05,1554.14,1532.87,1542.13,7955
2020-07-18,1501.85,1540.93,1500.98,1507.03,4550
2020-07-19,1518.64,1518.88,1513.6,1517.97,3931
2020-07-20,1533.82,1535.87,1532.19,1535.15,5805
2020-07-21,1568.16,1573.33,1562.96,1568.55,7300
2020-07-22,1607.13,1628.74,1593.82,1601.77,2689
2020-07-23,1555.71,1563.9,1547.62,1557.79,3008
2020-07-24,1535.24,1539.08,1508.19,1528.73,3240
2020-07-25,1546.94,1554.22,1543.46,1544.63,4061
2020-07-26,1565.58,1573.51,1558.87,1560.66,3108
2020-07-27,1582.42,1588.09,1547.92,1576.89,4674
2020-07-28,1708.32,1719.2,1654.11,1698.55,6245
2020-07-29,1713.69,1725.75,1707.04,1718.12,5969
2020-07-30,1762.19,1767.77,1742.84,1757.31,2738
2020-07-31,1791.26,1852.24,1790.58,1791.02,9466
2020-08-01,1815.47,1820.18,1792.64,1814.53,4474
2020-08-02,1801.73,1808.4,1787.23,1803.27,8679
2020-08-03,1829.52,1832.88,1823.25,1830.82,4405
2020-08-04,1820.52,1845.83,1775.5,1802.71,9566
2020-08-05,1789.59,1818.21,1762.48,1794.35,6459
2020-08-06,1775.44,1797.74,1771.2,1777.11,3991
2020-08-07,1786.86,1832.04,1770.91,1780.2,8414
2020-08-08,1864.68,1868.15,1861.33,1862.79,3883
2020-08-09,1788.24,1805.76,1786.38,1793.41,3817
2020-08-10,1811.45,1858.12,1804.59,1818.2,6632
2020-08-11,1757.43,1762.99,1756.64,1759.74,4312
2020-08-12,1746.47,1768.1,1726.91,1743.3,6675
2020-08-13,1792.36,1827.91,1781.43,1781.45,5929
2020-08-14,1786.19,1807.6,1760.45,1783.91,7132
2020-08-15,1745.49,1746.82,1744.84,1745.64,4050
2020-08-16,1724.41,1727.67,1720.31,1720.84,5761
2020-08-17,1744.06,1763.73,1692.8,1744.4,7679
2020-08-18,1720.48,1749.48,1712.96,1719.1,8896
2020-08-19,1722.51,1727.97,1720.9,1726.71,3970
2020-08-20,1722.52,1730.03,1692.04,1728.46,9582
2020-08-21,1705.46,1713.44,1701.59,1706.1,3010
2020-08-22,1779.29,1779.6,1778.34,1779.43,5755
2020-08-23,1799.3,1808.27,1788.2,1802.17,3063
2020-08-24,1724.74,1785.46,1701.98,1729.36,8024
2020-08-25,1734.59,1782.68,1728.65,1735.98,3022
2020-08-26,1716.73,1754.54,1694.91,1713.17,8699
2020-08-27,1737.83,1743.34,1723.1,1742.55,8285
2020-08-28,1711.63,1727.66,1703.88,1715.11,9500
2020-08-29,1712.63,1724.07,1705.13,1711.34,6892
2020-08-30,1727.14,1730.94,1717.43,1728.8,4575
2020-08-31,1758.18,1762.77,1755.27,1758.91,5709
2020-09-01,1716.91,1727.56,1706.14,1716.86,8666
2020-09-02,1714.16,1729.7,1681.53,1705.54,4705
2020-09-03,1690.47,1700.74,1667.69,1689.51,3954
2020-09-04,1663.07,1678.07,1640.35,1667.61,7668
2020-09-05,1728.42,1735.1,1719.22,1726.65,3195
2020-09-06,1737.93,1755.35,1733.27,1740.81,4520
2020-09-07,1697.21,1698.97,1696.98,1697.09,4926
2020-09-08,1729.33,1730.66,1726.27,1728.41,6861
2020-09-09,1804.58,1811.7,1790.13,1801.94,2707
2020-09-10,1840.97,1843.65,1831.2,1839.33,7473
2020-09-11,1785.76,1800.96,1779.2,1783.62,6805
2020-09-12,1772.12,1778.51,1735.04,1766.53,10243
2020-09-13,1808.11,1861.16,1782.15,1811.46,4294
2020-09-14,1791.78,1796.15,1780.36,1786.01,6665
2020-09-15,1803.93,1812.89,1796.06,1802.04,5972
2020-09-16,1830.95,1833.59,1828.88,1830.14,3771
2020-09-17,1798.09,1798.1,1793.48,1796.39,4607
2020-09-18,1797.35,1821.99,1765.4,1794.43,7915
2020-09-19,1682.03,1685.36,1676.19,1678.29,2702
2020-09-20,1644.96,1652.45,1639.31,1644.07,8566
2020-09-21,1636.04,1640.6,1615.25,1635.93,3655
2020-09-22,1592.92,1597.82,1592.21,1595.27,7048
2020-09-23,1645.75,1649.41,1644.82,1647.51,3167
2020-09-24,1602.57,1604.46,1598.15,1600.55,4135
2020-09-25,1589.02,1599.24,1575.27,1586.63,10129
2020-09-26,1591.8,1592.56,1578.95,1590.93,2984
2020-09-27,1636.65,1637.34,1636.24,1636.95,3038
2020-09-28,1587.76,1598.48,1567.25,1590.11,3305
2020-09-29,1626.97,1628.17,1626.74,1627.26,4595
2020-09-30,1626.32,1635.96,1618.41,1627.75,3503
2020-10-01,1593.16,1611.71,1587.63,1595.96,4150
2020-10-02,1610.54,1611.84,1607.97,1610.87,3669
2020-10-03,1617.39,1622.67,1613.86,1617.45,8531
2020-10-04,1600.22,1630.6,1564.92,1598.19,7270
2020-10-05,1600.58,1601.1,1600.55,1600.58,4798
2020-10-06,1583.7,1619.13,1576.55,1588.41,7727
2020-10-07,1595.95,1605.61,1581.88,1592.17,9009
2020-10-08,1602.37,1628.95,1549.77,1613.42,6621
2020-10-09,1665.22,1665.3,1663.57,1664.76,5566
2020-10-10,1622.77,1635.4,1619.85,1623.71,3996
2020-10-11,1696.48,1705.99,1680.18,1693.14,4306
2020-10-12,1625.58,1629.44,1623.27,1627.21,6849
2020-10-13,1621.28,1627.89,1617.32,1622.43,8754
2020-10-14,1642.69,1644.38,1641.09,1641.68,3594
2020-10-15,1653.76,1657.54,1645.8,1651.07,6784
2020-10-16,1631.13,1632.89,1628.72,1630.68,4165
2020-10-17,1626.0,1630.89,1610.73,1624.05,2534
2020-10-18,1609.47,1614.82,1588.89,1608.2,3669
2020-10-19,1582.55,1595.81,1582.21,1589.4,9812
2020-10-20,1613.68,1627.35,1612.65,1616.57,6104
2020-10-21,1625.64,1634.91,1585.89,1628.28,7090
2020-10-22,1608.69,1611.63,1601.06,1605.87,6440
2020-10-23,1639.11,1643.03,1625.7,1634.93,2950
2020-10-24,1646.23,1679.33,1567.65,1645.14,3729
2020-10-25,1672.0,1673.6,1669.92,1672.05,7064
2020-10-26,1691.91,1696.32,1685.1,1693.27,5484
2020-10-27,1664.06,1668.27,1658.14,1665.37,7639
2020-10-28,1649.66,1651.08,1638.89,1646.87,2688
2020-10-29,1671.74,1675.34,1669.66,1671.65,5090
2020-10-30,1694.14,1696.61,1683.46,1692.23,7674
2020-10-31,1698.14,1709.45,1669.69,1691.69,4787
2020-11-01,1700.65,1717.52,1678.2,1695.83,3179
2020-11-02,1728.39,1748.06,1706.35,1739.33,10118
2020-11-03,1717.8,1728.19,1709.02,1718.93,9824
2020-11-04,1738.04,1753.55,1736.94,1737.91,7470
2020-11-05,1738.04,1761.16,1706.63,1731.05,8977
2020-11-06,1722.87,1728.71,1720.19,1723.69,9260
2020-11-07,1761.4,1764.22,1756.8,1761.74,3937
2020-11-08,1788.37,1808.48,1768.16,1791.0,3449
2020-11-09,1820.64,1828.72,1820.02,1820.32,4758
2020-11-10,1853.84,1936.73,1822.57,1868.03,5468
2020-11-11,1869.51,1871.98,1865.23,1869.0,9262
2020-11-12,1887.06,1909.41,1885.19,1894.68,7102
2020-11-13,1882.57,1883.28,1882.31,1883.11,8064
2020-11-14,1895.79,1898.52,1883.25,1895.51,3799
2020-11-15,1890.0,1891.62,1889.9,1890.76,5127
2020-11-16,1893.56,1910.74,1888.81,1894.62,4421
2020-11-17,1903.03,1943.7,1892.11,1917.36,6537
2020-11-18,1883.02,1897.6,1878.26,1886.18,4136
2020-11-19,1964.88,1982.67,1939.71,1965.3,4168
2020-11-20,1926.4,1926.98,1925.44,1925.95,5957
2020-11-21,1882.05,1886.11,1872.09,1879.38,2783
2020-11-22,1895.0,1947.87,1878.18,1923.09,11234
2020-11-23,1963.66,1973.29,1951.15,1953.74,3543
2020-11-24,1980.88,1983.07,1970.12,1978.32,5226
2020-11-25,2000.43,2008.52,1998.62,2003.38,7193
2020-11-26,1999.56,2009.16,1997.1,2003.09,5697
2020-11-27,1972.7,1992.59,1964.79,1967.34,3968
2020-11-28,1971.8,1976.26,1969.27,1970.52,3785
2020-11-29,1944.5,1954.98,1943.88,1944.03,8005
2020-11-30,1984.25,2005.92,1942.48,1982.14,8229
2020-12-01,1996.6,2008.52,1921.78,1976.51,9557
2020-12-02,1944.76,1947.19,1932.34,1944.07,5754
2020-12-03,1932.37,1932.95,1930.0,1931.77,6149
2020-12-04,1942.52,1949.24,1925.81,1947.92,2872
2020-12-05,1932.77,1942.93,1907.01,1926.15,8833
2020-12-06,1893.8,1907.62,1878.02,1894.67,9972
2020-12-07,1904.45,1909.93,1883.2,1904.09,3409
2020-12-08,1905.54,1925.53,1896.2,1913.61,5867
2020-12-09,1890.92,1906.39,1838.02,1894.4,9404
2020-12-10,1876.22,1883.5,1866.86,1876.74,3732
2020-12-11,1882.14,1901.48,1863.64,1885.64,2847
2020-12-12,1830.11,1833.78,1829.96,1831.22,2600
2020-12-13,1778.37,1787.21,1777.66,1779.85,5528
2020-12-14,1754.57,1758.48,1746.05,1754.46,4539
2020-12-15,1745.85,1761.06,1734.61,1747.14,5738
2020-12-16,1758.34,1758.92,1757.31,1758.18,8637
2020-12-17,1802.56,1818.1,1793.86,1810.24,3007
2020-12-18,1829.02,1846.82,1814.3,1841.47,6915
2020-12-19,1838.03,1873.59,1817.54,1835.76,3699
2020-12-20,1833.44,1844.36,1818.33,1835.25,7672
2020-12-21,1813.45,1840.76,1782.09,1798.63,4812
2020-12-22,1792.0,1813.54,1762.09,1798.15,7801
2020-12-23,1789.34,1798.07,1784.58,1787.95,3700
2020-12-24,1794.69,1827.98,1769.29,1799.67,3195
2020-12-25,1772.94,1790.62,1753.42,1770.07,4746
2020-12-26,1791.37,1793.85,1782.49,1788.63,5053
2020-12-27,1855.55,1862.86,1811.48,1843.64,7099
2020-12-28,1836.96,1846.58,1829.26,1839.82,9131
2020-12-29,1852.69,1868.56,1838.82,1854.78,7102
2020-12-30,1887.58,1944.36,1827.97,1880.57,8571
2020-12-31,1867.81,1877.97,1859.61,1865.67,8195
2021-01-01,1876.32,1900.71,1853.32,1874.22,6157
2021-01-02,1873.41,1887.37,1865.99,1874.87,3136
2021-01-03,1878.59,1879.54,1878.05,1878.72,4722
2021-01-04,1850.1,1850.37,1844.18,1849.87,6259
2021-01-05,1832.88,1889.2,1826.7,1850.96,3927
2021-01-06,1865.26,1884.54,1837.88,1869.58,9466
2021-01-07,1924.93,1929.92,1922.3,1924.03,4740
2021-01-08,1961.7,1965.01,1957.61,1961.13,2629
2021-01-09,2036.15,2087.4,2012.65,2045.78,5310
2021-01-10,2005.67,2025.82,1945.9,2014.59,8719
2021-01-11,2046.24,2068.19,2030.51,2049.94,9857
2021-01-12,2058.17,2065.81,2057.39,2057.66,5362
2021-01-13,2139.52,2175.17,2133.57,2147.98,5054
2021-01-14,2113.43,2114.7,2108.65,2113.48,9968
2021-01-15,2078.92,2079.56,2075.9,2078.19,5539
2021-01-16,2061.48,2086.79,2035.99,2053.49,7523
2021-01-17,1966.97,1975.03,1957.82,1966.46,8172
2021-01-18,1945.98,1968.36,1930.59,1945.98,3899
2021-01-19,1933.9,1962.15,1906.66,1916.63,3748
2021-01-20,1928.73,1933.88,1915.76,1922.59,3020
2021-01-21,1936.02,1937.51,1933.37,1935.92,7286
2021-01-22,2011.82,2011.92,2004.42,2008.76,7210
2021-01-23,2057.68,2070.43,2016.22,2047.14,6303
2021-01-24,2028.61,2053.66,1968.72,2023.73,9559
2021-01-25,1982.62,2007.34,1967.14,1987.57,8375
2021-01-26,1985.19,2045.84,1978.15,2007.32,10858
2021-01-27,1951.11,1957.69,1949.61,1954.52,3779
2021-01-28,1999.58,2055.9,1960.09,2026.31,10343
2021-01-29,2071.63,2081.04,2068.12,2074.31,7456
2021-01-30,2057.13,2077.65,1956.92,2055.05,6932
2021-01-31,1979.41,1995.87,1976.41,1984.84,3822
2021-02-01,2033.83,2052.09,2032.24,2038.79,7133
2021-02-02,2035.2,2049.44,2019.0,2034.32,6580
2021-02-03,2085.32,2094.63,2082.48,2084.89,4732
2021-02-04,2018.25,2019.84,1986.25,2018.61,3110
2021-02-05,2004.59,2013.4,1993.35,1994.61,7585
2021-02-06,1997.47,2006.93,1991.78,1995.02,3474
2021-02-07,1997.43,1999.03,1996.9,1997.1,6382
2021-02-08,1981.32,1982.55,1977.15,1979.32,8658
2021-02-09,1996.91,2038.81,1989.76,2004.17,7596
2021-02-10,1958.12,1964.67,1940.5,1961.58,5469
2021-02-11,1955.83,1962.08,1954.51,1956.19,5157
2021-02-12,1962.89,1995.73,1950.57,1961.09,8459
2021-02-13,1971.51,2019.58,1970.38,1981.47,7393
2021-02-14,2011.86,2026.67,1994.93,2009.87,2976
2021-02-15,1967.28,1970.47,1955.98,1964.86,7591
2021-02-16,1904.69,1906.8,1903.71,1904.77,4018
2021-02-17,1952.33,1954.73,1950.02,1953.63,6165
2021-02-18,1982.86,2001.51,1965.89,1966.81,3205
2021-02-19,1938.43,1955.11,1914.56,1937.57,6713
2021-02-20,1998.06,2002.78,1996.41,1997.87,9603
2021-02-21,2002.31,2004.86,1997.98,2002.69,5196
2021-02-22,2050.85,2056.01,2047.3,2050.13,5600
2021-02-23,2030.55,2062.31,2027.44,2053.1,8849
2021-02-24,2134.92,2155.26,2131.37,2137.93,3896
2021-02-25,2214.07,2218.99,2206.56,2213.19,9455
2021-02-26,2199.19,2223.17,2130.52,2202.4,10088
2021-02-27,2247.54,2252.45,2238.42,2245.41,5546
2021-02-28,2275.93,2276.76,2267.84,2274.62,5035
2021-03-01,2335.04,2357.05,2320.07,2337.11,8606
2021-03-02,2290.69,2294.99,2282.4,2292.24,5557
2021-03-03,2326.35,2326.67,2303.39,2323.92,5527
2021-03-04,2369.92,2396.43,2366.03,2373.35,5719
2021-03-05,2306.34,2388.97,2234.21,2290.1,6463
2021-03-06,2239.84,2249.25,2232.13,2236.14,2733
2021-03-07,2151.46,2162.37,2116.9,2145.16,7937
2021-03-08,2137.64,2140.54,2127.46,2133.82,6271
2021-03-09,2160.86,2184.08,2103.52,2164.65,6464
2021-03-10,2211.76,2230.97,2190.88,2229.91,4120
2021-03-11,2232.7,2233.61,2230.36,2233.44,5573
2021-03-12,2320.47,2323.01,2295.2,2306.41,9736
2021-03-13,2252.04,2261.51,2205.42,2242.98,9723
2021-03-14,2163.17,2169.52,2155.27,2166.79,4424
2021-03-15,2166.76,2192.14,2143.1,2164.6,7186
2021-03-16,2182.31,2234.89,2153.17,2181.44,5524
2021-03-17,2188.26,2212.02,2178.08,2180.23,6981
2021-03-18,2098.19,2122.23,2069.97,2090.3,9440
2021-03-19,2085.04,2096.26,2075.09,2086.78,9018
2021-03-20,2037.12,2037.13,2026.73,2032.55,8384
2021-03-21,2056.03,2087.55,2046.93,2059.98,4866
2021-03-22,2076.09,2078.96,2071.45,2075.29,7567
2021-03-23,2037.4,2046.8,2036.35,2036.48,4863
2021-03-24,2032.52,2060.67,1991.19,2015.76,5996
2021-03-25,1969.49,1982.88,1967.84,1973.26,5377
2021-03-26,1971.17,1971.57,1970.47,1970.98,9681
2021-03-27,2005.46,2017.43,2005.29,2008.83,3373
2021-03-28,1965.93,1985.41,1962.23,1969.43,4853
2021-03-29,1988.76,1991.27,1987.36,1989.48,7646
2021-03-30,1968.58,1974.41,1968.13,1968.58,3399
2021-03-31,1950.29,1976.83,1932.03,1937.56,7954
2021-04-01,1935.05,1938.94,1932.67,1933.6,9005
2021-04-02,1894.54,1899.17,1888.34,1893.76,4410
2021-04-03,1872.56,1874.55,1870.99,1872.98,6079
2021-04-04,1828.01,1831.18,1827.08,1828.3,6627
2021-04-05,1901.47,1906.87,1884.54,1900.32,5992
2021-04-06,1902.42,1904.33,1898.87,1901.85,8817
2021-04-07,1877.58,1883.83,1870.28,1875.43,8031
2021-04-08,1883.25,1889.15,1882.82,1883.64,7250
2021-04-09,1878.63,1882.54,1878.14,1879.6,8359
